Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
1214; Resultado del  jueves 15 de enero de 2009;20090115; 02; 04; 12; 15; 17; 41;08;6;21.084.343,00;0;0;None;14;None;340;None;20.256;None;395.165;None;2.100.508;None
1215; Resultado del  sábado 10 de enero de 2009;20090110; 01; 16; 27; 28; 41; 46;25;8;17.031.903,00;0;0;None;4;None;210;None;11.946;None;245.673;None;1.700.083;None
1216; Resultado del  jueves 8 de enero de 2009;20090108; 07; 17; 27; 28; 29; 44;04;5;16.866.519,00;0;0;None;10;None;378;None;18.329;None;328.881;None;1.686.512;None
1217; Resultado del  sábado 3 de enero de 2009;20090103; 09; 11; 21; 30; 31; 44;15;1;16.331.751,00;0;0;None;4;None;234;None;13.753;None;260.421;None;1.633.539;None
1218; Resultado del  jueves 1 de enero de 2009;20090101; 04; 08; 12; 25; 34; 46;20;1;15.095.471,00;0;2;None;15;None;451;None;18.351;None;302.133;None;1.507.724;None
1219; Resultado del  sábado 27 de diciembre de 2008;20081227; 05; 14; 34; 39; 42; 45;03;7;15.647.906,00;0;2;None;3;None;226;None;12.910;None;243.745;None;1.563.862;None
1220; Resultado del  jueves 25 de diciembre de 2008;20081225; 07; 16; 17; 31; 34; 43;08;7;14.087.919,00;0;0;None;2;None;328;None;14.985;None;231.161;None;1.406.843;None
1221; Resultado del  sábado 20 de diciembre de 2008;20081220; 08; 22; 33; 34; 36; 46;13;3;17.009.153,00;0;1;None;3;None;200;None;13.690;None;278.556;None;1.705.895;None
1222; Resultado del  jueves 18 de diciembre de 2008;20081218; 01; 12; 17; 26; 33; 41;31;0;17.212.674,00;0;0;None;9;None;311;None;17.715;None;298.947;None;1.726.442;None
1223; Resultado del  sábado 13 de diciembre de 2008;20081213; 07; 08; 10; 20; 30; 36;24;7;18.833.896,00;0;1;None;6;None;384;None;20.173;None;351.034;None;1.881.942;None
1224; Resultado del  jueves 11 de diciembre de 2008;20081211; 03; 09; 14; 37; 42; 45;17;5;18.474.451,00;0;1;None;14;None;370;None;18.281;None;324.767;None;1.847.544;None
1225; Resultado del  sábado 6 de diciembre de 2008;20081206; 13; 16; 21; 29; 39; 45;42;9;16.466.374,00;0;1;None;5;None;242;None;14.573;None;268.764;None;1.645.029;None
1226; Resultado del  jueves 4 de diciembre de 2008;20081204; 01; 04; 09; 26; 37; 49;30;6;17.353.194,00;0;4;None;6;None;378;None;20.971;None;340.478;None;1.730.516;None
1227; Resultado del  sábado 29 de noviembre de 2008;20081129; 08; 20; 27; 28; 35; 46;31;9;16.979.999,00;0;0;None;3;None;195;None;12.577;None;261.507;None;1.695.374;None
1228; Resultado del  jueves 27 de noviembre de 2008;20081127; 12; 16; 20; 25; 37; 38;07;4;17.159.904,00;0;0;None;7;None;309;None;16.588;None;296.011;None;1.716.673;None
1229; Resultado del  sábado 22 de noviembre de 2008;20081122; 03; 04; 06; 08; 11; 16;48;5;17.007.369,00;0;10;None;5;None;871;None;25.730;None;388.328;None;1.697.033;None
1230; Resultado del  jueves 20 de noviembre de 2008;20081120; 07; 16; 22; 29; 34; 36;13;6;17.347.125,00;0;1;None;19;None;379;None;19.548;None;328.388;None;1.741.351;None
1231; Resultado del  sábado 15 de noviembre de 2008;20081115; 04; 08; 17; 27; 30; 48;47;6;17.461.708,00;0;1;None;3;None;308;None;17.301;None;317.992;None;1.744.954;None
1232; Resultado del  jueves 13 de noviembre de 2008;20081113; 02; 05; 07; 16; 19; 32;23;7;17.740.694,00;0;1;None;12;None;390;None;21.299;None;372.581;None;1.775.605;None
1233; Resultado del  sábado 8 de noviembre de 2008;20081108; 04; 21; 26; 39; 43; 47;42;3;21.198.647,00;0;3;None;7;None;474;None;18.893;None;338.361;None;2.120.603;None
1234; Resultado del  jueves 6 de noviembre de 2008;20081106; 05; 08; 20; 23; 24; 32;10;6;20.462.993,00;0;5;None;7;None;372;None;22.656;None;414.573;None;2.050.809;None
1235; Resultado del  sábado 1 de noviembre de 2008;20081101; 02; 21; 33; 36; 38; 48;19;1;16.086.618,00;0;0;None;8;None;223;None;13.128;None;254.530;None;1.611.365;None
1236; Resultado del  jueves 30 de octubre de 2008;20081030; 01; 06; 11; 15; 38; 40;13;8;17.081.505,00;0;1;None;8;None;263;None;14.479;None;290.306;None;1.705.862;None
1237; Resultado del  sábado 25 de octubre de 2008;20081025; 07; 22; 32; 34; 39; 46;20;6;16.972.411,00;0;0;None;3;None;214;None;13.690;None;267.423;None;1.695.823;None
1238; Resultado del  jueves 23 de octubre de 2008;20081023; 03; 15; 19; 29; 42; 49;05;5;17.209.489,00;0;1;None;8;None;309;None;17.978;None;329.467;None;1.723.886;None
1239; Resultado del  sábado 18 de octubre de 2008;20081018; 03; 33; 34; 37; 38; 45;05;7;17.116.883,00;0;0;None;3;None;175;None;13.188;None;270.059;None;1.708.705;None
1240; Resultado del  jueves 16 de octubre de 2008;20081016; 13; 20; 21; 23; 32; 45;33;9;17.343.730,00;0;1;None;8;None;269;None;16.231;None;316.752;None;1.730.931;None
1241; Resultado del  sábado 11 de octubre de 2008;20081011; 04; 14; 23; 28; 31; 42;40;2;17.366.887,00;0;3;None;10;None;330;None;17.635;None;321.796;None;1.731.800;None
1242; Resultado del  jueves 9 de octubre de 2008;20081009; 02; 11; 16; 22; 31; 32;21;2;17.466.116,00;0;1;None;2;None;254;None;14.712;None;293.001;None;1.739.425;None
1243; Resultado del  sábado 4 de octubre de 2008;20081004; 04; 07; 14; 16; 20; 24;26;8;17.697.621,00;0;2;None;11;None;431;None;22.561;None;370.168;None;1.772.182;None
1244; Resultado del  jueves 2 de octubre de 2008;20081002; 02; 13; 24; 38; 45; 47;37;1;17.856.298,00;0;0;None;5;None;393;None;19.296;None;330.918;None;1.783.759;None
1245; Resultado del  sábado 27 de septiembre de 2008;20080927; 02; 05; 07; 17; 47; 48;23;5;17.476.561,00;0;4;None;12;None;452;None;23.100;None;389.881;None;1.750.609;None
1246; Resultado del  jueves 25 de septiembre de 2008;20080925; 20; 25; 30; 37; 39; 40;24;3;17.570.735,00;0;2;None;9;None;265;None;15.799;None;268.352;None;1.758.442;None
1247; Resultado del  sábado 20 de septiembre de 2008;20080920; 04; 05; 19; 23; 42; 47;06;1;22.095.989,00;0;3;None;10;None;437;None;24.084;None;422.820;None;2.202.713;None
1248; Resultado del  jueves 18 de septiembre de 2008;20080918; 05; 32; 33; 39; 41; 48;38;8;20.739.071,00;0;2;None;7;None;243;None;14.668;None;306.717;None;2.076.865;None
1249; Resultado del  sábado 13 de septiembre de 2008;20080913; 07; 17; 25; 27; 39; 49;26;9;16.892.642,00;0;6;None;8;None;434;None;22.490;None;370.211;None;1.691.039;None
1250; Resultado del  jueves 11 de septiembre de 2008;20080911; 03; 15; 22; 24; 33; 39;32;3;16.918.767,00;0;1;None;10;None;407;None;22.855;None;370.435;None;1.689.894;None
1251; Resultado del  sábado 6 de septiembre de 2008;20080906; 03; 04; 06; 08; 28; 31;15;1;16.818.012,00;0;1;None;12;None;397;None;20.939;None;349.018;None;1.680.594;None
1252; Resultado del  jueves 4 de septiembre de 2008;20080904; 04; 13; 15; 28; 30; 39;38;3;17.070.452,00;0;0;None;6;None;318;None;16.778;None;307.726;None;1.705.843;None
1253; Resultado del  sábado 30 de agosto de 2008;20080830; 07; 21; 22; 30; 40; 47;02;8;16.193.101,00;0;1;None;2;None;207;None;13.582;None;276.297;None;1.609.456;None
1254; Resultado del  jueves 28 de agosto de 2008;20080828; 09; 26; 29; 34; 44; 47;04;0;16.468.974,00;0;3;None;3;None;212;None;12.777;None;247.003;None;1.649.168;None
1255; Resultado del  sábado 23 de agosto de 2008;20080823; 12; 17; 28; 32; 40; 46;24;9;15.846.305,00;0;3;None;22;None;234;None;13.028;None;240.026;None;1.586.325;None
1256; Resultado del  jueves 21 de agosto de 2008;20080821; 01; 04; 07; 18; 30; 31;24;5;16.270.553,00;0;2;None;8;None;337;None;18.998;None;308.438;None;1.623.559;None
1257; Resultado del  sábado 16 de agosto de 2008;20080816; 07; 09; 19; 23; 27; 41;43;5;15.239.321,00;0;1;None;17;None;435;None;21.766;None;344.569;None;1.522.494;None
1258; Resultado del  jueves 14 de agosto de 2008;20080814; 01; 04; 09; 25; 37; 44;21;6;16.554.652,00;0;2;None;12;None;360;None;18.423;None;323.928;None;1.650.629;None
1259; Resultado del  sábado 9 de agosto de 2008;20080809; 14; 17; 24; 34; 37; 45;16;4;16.134.133,00;0;1;None;3;None;299;None;14.865;None;270.510;None;1.611.984;None
1260; Resultado del  jueves 7 de agosto de 2008;20080807; 02; 12; 13; 20; 38; 44;34;2;16.556.319,00;0;0;None;4;None;216;None;12.971;None;268.405;None;1.657.926;None
1261; Resultado del  sábado 2 de agosto de 2008;20080802; 10; 20; 24; 25; 30; 48;23;8;16.673.832,00;0;1;None;9;None;397;None;21.069;None;299.447;None;1.661.031;None
1262; Resultado del  jueves 31 de julio de 2008;20080731; 03; 04; 29; 31; 34; 35;12;1;16.991.437,00;0;0;None;6;None;171;None;11.773;None;256.775;None;1.699.879;None
1263; Resultado del  sábado 26 de julio de 2008;20080726; 13; 17; 21; 23; 27; 28;40;6;16.509.031,00;0;2;None;12;None;423;None;21.223;None;363.933;None;1.645.976;None
1264; Resultado del  jueves 24 de julio de 2008;20080724; 05; 17; 45; 47; 48; 49;01;4;17.048.677,00;0;1;None;11;None;364;None;23.701;None;333.239;None;1.707.374;None
1265; Resultado del  sábado 19 de julio de 2008;20080719; 06; 09; 17; 19; 23; 29;32;2;16.944.788,00;0;0;None;12;None;514;None;24.035;None;367.384;None;1.693.933;None
1266; Resultado del  jueves 17 de julio de 2008;20080717; 23; 27; 33; 40; 43; 47;19;6;17.337.125,00;0;1;None;5;None;257;None;14.422;None;278.784;None;1.736.188;None
1267; Resultado del  sábado 12 de julio de 2008;20080712; 01; 02; 09; 11; 16; 36;19;3;20.307.408,00;0;1;None;11;None;349;None;20.546;None;375.819;None;2.029.734;None
1268; Resultado del  jueves 10 de julio de 2008;20080710; 12; 18; 20; 23; 27; 47;43;0;19.284.653,00;0;2;None;8;None;290;None;19.097;None;355.650;None;1.928.597;None
1269; Resultado del  sábado 5 de julio de 2008;20080705; 24; 29; 32; 33; 41; 46;06;1;16.969.580,00;0;2;None;4;None;177;None;11.940;None;242.745;None;1.695.212;None
1270; Resultado del  jueves 3 de julio de 2008;20080703; 01; 10; 30; 31; 36; 37;43;5;17.247.677,00;0;1;None;6;None;179;None;11.438;None;234.125;None;1.723.255;None
1271; Resultado del  sábado 28 de junio de 2008;20080628; 02; 23; 26; 32; 38; 46;49;7;16.699.184,00;0;2;None;1;None;364;None;16.284;None;280.713;None;1.668.374;None
1272; Resultado del  jueves 26 de junio de 2008;20080626; 16; 17; 26; 27; 34; 38;01;8;16.754.398,00;0;2;None;3;None;194;None;12.815;None;260.885;None;1.672.853;None
1273; Resultado del  sábado 21 de junio de 2008;20080621; 02; 09; 12; 13; 27; 30;03;7;17.170.928,00;0;2;None;14;None;486;None;22.507;None;359.452;None;1.720.016;None
1274; Resultado del  jueves 19 de junio de 2008;20080619; 02; 19; 20; 23; 28; 47;22;7;17.465.257,00;0;1;None;6;None;303;None;16.411;None;303.015;None;1.755.700;None
1275; Resultado del  sábado 14 de junio de 2008;20080614; 01; 03; 11; 14; 15; 18;24;4;21.936.599,00;0;4;None;10;None;494;None;25.243;None;450.018;None;2.195.878;None
1276; Resultado del  jueves 12 de junio de 2008;20080612; 11; 13; 21; 22; 30; 48;44;5;20.528.719,00;0;1;None;8;None;307;None;19.058;None;372.033;None;2.051.013;None
1277; Resultado del  sábado 7 de junio de 2008;20080607; 04; 07; 10; 33; 38; 40;01;5;17.270.147,00;0;3;None;8;None;287;None;15.771;None;289.593;None;1.727.888;None
1278; Resultado del  jueves 5 de junio de 2008;20080605; 02; 04; 09; 11; 26; 38;48;1;17.568.964,00;0;1;None;8;None;371;None;19.957;None;335.131;None;1.756.183;None
1279; Resultado del  sábado 31 de mayo de 2008;20080531; 12; 27; 31; 38; 48; 49;02;8;17.346.407,00;0;0;None;5;None;224;None;14.317;None;280.799;None;1.731.792;None
1280; Resultado del  jueves 29 de mayo de 2008;20080529; 17; 23; 27; 29; 38; 41;37;6;17.606.758,00;0;1;None;4;None;307;None;17.656;None;308.306;None;1.761.800;None
1281; Resultado del  sábado 24 de mayo de 2008;20080524; 02; 07; 10; 22; 26; 46;23;5;20.529.814,00;0;1;None;6;None;489;None;23.493;None;403.654;None;2.061.998;None
1282; Resultado del  jueves 22 de mayo de 2008;20080522; 21; 26; 29; 40; 41; 44;37;5;19.424.550,00;0;0;None;8;None;209;None;12.710;None;261.745;None;1.937.703;None
1283; Resultado del  sábado 17 de mayo de 2008;20080517; 10; 11; 23; 28; 29; 40;12;5;16.939.659,00;0;2;None;6;None;207;None;13.904;None;276.427;None;1.691.897;None
1284; Resultado del  jueves 15 de mayo de 2008;20080515; 13; 19; 23; 28; 40; 44;22;9;17.155.927,00;0;0;None;6;None;207;None;13.858;None;285.298;None;1.717.420;None
1285; Resultado del  sábado 10 de mayo de 2008;20080510; 01; 17; 19; 36; 45; 49;34;0;17.086.649,00;0;1;None;3;None;292;None;15.160;None;292.614;None;1.717.589;None
1286; Resultado del  jueves 8 de mayo de 2008;20080508; 03; 05; 32; 35; 41; 44;27;5;17.287.770,00;0;1;None;8;None;232;None;14.682;None;291.863;None;1.729.373;None
1287; Resultado del  sábado 3 de mayo de 2008;20080503; 06; 19; 22; 28; 29; 44;21;6;16.567.488,00;0;0;None;4;None;322;None;15.762;None;289.844;None;1.659.913;None
1288; Resultado del  jueves 1 de mayo de 2008;20080501; 02; 17; 23; 35; 41; 45;32;6;15.907.317,00;0;1;None;10;None;426;None;17.519;None;284.790;None;1.593.081;None
1289; Resultado del  sábado 26 de abril de 2008;20080426; 10; 14; 23; 25; 38; 41;08;8;17.123.430,00;0;1;None;9;None;340;None;17.306;None;306.266;None;1.712.246;None
1290; Resultado del  jueves 24 de abril de 2008;20080424; 07; 24; 29; 34; 40; 49;31;8;17.365.224,00;0;1;None;5;None;224;None;13.264;None;276.609;None;1.735.275;None
1291; Resultado del  sábado 19 de abril de 2008;20080419; 09; 17; 24; 35; 37; 44;45;8;17.411.400,00;0;1;None;5;None;318;None;16.640;None;301.194;None;1.739.105;None
1292; Resultado del  jueves 17 de abril de 2008;20080417; 03; 04; 11; 24; 37; 47;20;7;17.674.433,00;0;0;None;8;None;320;None;18.042;None;338.625;None;1.770.780;None
1293; Resultado del  sábado 12 de abril de 2008;20080412; 06; 17; 20; 23; 28; 29;34;3;17.626.462,00;0;2;None;2;None;326;None;17.430;None;314.619;None;1.755.958;None
1294; Resultado del  jueves 10 de abril de 2008;20080410; 04; 25; 29; 34; 45; 47;18;8;17.797.181,00;0;0;None;7;None;248;None;15.111;None;297.385;None;1.783.483;None
1295; Resultado del  sábado 5 de abril de 2008;20080405; 03; 07; 15; 29; 36; 40;38;8;17.729.883,00;0;2;None;2;None;482;None;22.808;None;374.867;None;1.778.191;None
1296; Resultado del  jueves 3 de abril de 2008;20080403; 10; 17; 20; 25; 38; 41;44;8;17.930.227,00;0;0;None;6;None;300;None;16.743;None;309.114;None;1.796.465;None
1297; Resultado del  sábado 29 de marzo de 2008;20080329; 04; 06; 07; 11; 16; 23;35;6;17.659.397,00;0;5;None;17;None;572;None;25.350;None;407.412;None;1.770.884;None
1298; Resultado del  jueves 27 de marzo de 2008;20080327; 05; 08; 26; 43; 46; 49;18;9;17.699.108,00;0;0;None;6;None;286;None;15.162;None;296.986;None;1.766.281;None
1299; Resultado del  sábado 22 de marzo de 2008;20080322; 01; 03; 10; 14; 15; 45;38;3;15.830.067,00;0;0;None;7;None;289;None;17.959;None;330.424;None;1.579.386;None
1300; Resultado del  jueves 20 de marzo de 2008;20080320; 03; 04; 19; 32; 35; 49;39;7;16.550.570,00;0;1;None;7;None;241;None;14.082;None;275.923;None;1.659.755;None
1301; Resultado del  sábado 15 de marzo de 2008;20080315; 05; 08; 17; 32; 36; 49;11;2;17.960.940,00;0;1;None;14;None;348;None;18.739;None;327.884;None;1.795.291;None
1302; Resultado del  jueves 13 de marzo de 2008;20080313; 07; 08; 09; 25; 41; 43;29;7;18.238.054,00;0;2;None;5;None;383;None;19.091;None;366.128;None;1.825.429;None
1303; Resultado del  sábado 8 de marzo de 2008;20080308; 01; 03; 22; 29; 33; 40;11;2;21.263.586,00;0;1;None;12;None;326;None;19.447;None;376.615;None;2.124.614;None
1304; Resultado del  jueves 6 de marzo de 2008;20080306; 02; 14; 18; 19; 25; 33;36;4;20.324.078,00;0;0;None;8;None;429;None;22.644;None;396.924;None;2.029.784;None
1305; Resultado del  sábado 1 de marzo de 2008;20080301; 02; 05; 17; 25; 28; 30;40;4;18.011.980,00;0;1;None;3;None;521;None;23.999;None;381.649;None;1.796.405;None
1306; Resultado del  jueves 28 de febrero de 2008;20080228; 14; 17; 20; 28; 34; 43;13;4;17.979.785,00;0;0;None;5;None;232;None;14.875;None;280.866;None;1.794.844;None
1307; Resultado del  sábado 23 de febrero de 2008;20080223; 09; 12; 13; 15; 37; 39;32;6;18.128.326,00;0;1;None;8;None;333;None;18.656;None;349.363;None;1.803.851;None
1308; Resultado del  jueves 21 de febrero de 2008;20080221; 05; 09; 15; 16; 35; 41;44;8;18.404.319,00;0;0;None;6;None;284;None;18.184;None;363.216;None;1.837.053;None
1309; Resultado del  sábado 16 de febrero de 2008;20080216; 08; 14; 22; 30; 36; 43;41;2;21.796.784,00;0;3;None;14;None;622;None;24.212;None;379.532;None;2.179.510;None
1310; Resultado del  jueves 14 de febrero de 2008;20080214; 08; 11; 20; 23; 48; 49;28;9;20.736.974,00;0;5;None;6;None;400;None;20.004;None;367.625;None;2.073.728;None
1311; Resultado del  sábado 9 de febrero de 2008;20080209; 08; 12; 17; 41; 42; 48;43;7;18.306.423,00;0;0;None;4;None;245;None;14.088;None;290.546;None;1.832.680;None
1312; Resultado del  jueves 7 de febrero de 2008;20080207; 05; 28; 34; 44; 47; 48;16;3;18.513.741,00;0;0;None;2;None;209;None;14.085;None;293.441;None;1.845.701;None
1313; Resultado del  sábado 2 de febrero de 2008;20080202; 15; 19; 30; 36; 42; 45;32;3;18.406.697,00;0;1;None;5;None;287;None;15.926;None;301.158;None;1.844.106;None
1314; Resultado del  jueves 31 de enero de 2008;20080131; 03; 04; 10; 28; 39; 48;26;8;18.641.632,00;0;0;None;10;None;230;None;13.790;None;297.972;None;1.872.670;None
1315; Resultado del  sábado 26 de enero de 2008;20080126; 06; 11; 23; 36; 41; 45;30;4;18.413.928,00;0;3;None;8;None;576;None;21.447;None;343.721;None;1.843.918;None
1316; Resultado del  jueves 24 de enero de 2008;20080124; 12; 20; 35; 38; 39; 42;30;1;18.620.107,00;0;0;None;5;None;294;None;14.037;None;271.215;None;1.860.177;None
1317; Resultado del  sábado 19 de enero de 2008;20080119; 12; 14; 19; 24; 32; 36;10;3;18.960.648,00;0;4;None;7;None;404;None;22.173;None;374.306;None;1.898.318;None
1318; Resultado del  jueves 17 de enero de 2008;20080117; 03; 23; 29; 47; 48; 49;44;8;19.245.216,00;0;2;None;10;None;375;None;23.188;None;366.793;None;1.927.398;None
1319; Resultado del  sábado 12 de enero de 2008;20080112; 13; 16; 22; 26; 27; 28;38;0;25.406.909,00;0;3;None;11;None;502;None;26.692;None;494.409;None;2.536.897;None
1320; Resultado del  jueves 10 de enero de 2008;20080110; 03; 15; 33; 38; 48; 49;12;1;23.581.764,00;0;0;None;14;None;501;None;27.461;None;468.939;None;2.367.102;None
1321; Resultado del  sábado 5 de enero de 2008;20080105; 05; 11; 12; 16; 27; 39;30;6;17.234.684,00;0;0;None;10;None;291;None;17.474;None;319.798;None;1.724.045;None
1322; Resultado del  jueves 3 de enero de 2008;20080103; 03; 17; 21; 36; 46; 48;40;8;16.920.454,00;0;1;None;9;None;404;None;18.645;None;309.258;None;1.694.498;None
1323; Resultado del  sábado 29 de diciembre de 2007;20071229; 03; 20; 22; 25; 27; 45;49;5;17.221.068,00;0;2;None;13;None;516;None;22.153;None;366.400;None;1.722.942;None
1324; Resultado del  jueves 27 de diciembre de 2007;20071227; 01; 10; 36; 37; 47; 48;28;7;16.756.691,00;0;0;None;2;None;199;None;11.772;None;239.166;None;1.677.881;None
1325; Resultado del  sábado 22 de diciembre de 2007;20071222; 05; 11; 13; 34; 35; 40;25;0;17.344.666,00;0;2;None;5;None;340;None;17.446;None;315.383;None;1.729.832;None
1326; Resultado del  jueves 20 de diciembre de 2007;20071220; 10; 13; 19; 27; 33; 41;47;5;17.787.687,00;0;0;None;17;None;395;None;19.856;None;335.761;None;1.782.694;None
1327; Resultado del  sábado 15 de diciembre de 2007;20071215; 16; 26; 28; 35; 38; 48;40;9;17.679.068,00;0;0;None;3;None;250;None;13.584;None;269.327;None;1.774.584;None
1328; Resultado del  jueves 13 de diciembre de 2007;20071213; 01; 02; 10; 23; 32; 37;30;1;18.028.995,00;0;0;None;7;None;215;None;14.887;None;300.887;None;1.802.824;None
1329; Resultado del  sábado 8 de diciembre de 2007;20071208; 14; 32; 33; 39; 43; 47;25;8;16.755.181,00;0;0;None;5;None;170;None;11.578;None;241.449;None;1.676.119;None
1330; Resultado del  jueves 6 de diciembre de 2007;20071206; 05; 23; 27; 30; 32; 35;12;7;16.785.609,00;0;2;None;23;None;385;None;19.477;None;327.962;None;1.678.329;None
1331; Resultado del  sábado 1 de diciembre de 2007;20071201; 19; 22; 25; 39; 48; 49;36;1;23.737.850,00;0;1;None;4;None;441;None;23.444;None;415.585;None;2.372.591;None
1332; Resultado del  jueves 29 de noviembre de 2007;20071129; 14; 18; 23; 26; 37; 48;44;4;21.563.734,00;0;3;None;13;None;635;None;25.612;None;400.483;None;2.155.292;None
1333; Resultado del  sábado 24 de noviembre de 2007;20071124; 15; 24; 29; 34; 35; 47;30;9;17.127.400,00;0;1;None;1;None;222;None;14.485;None;288.018;None;1.712.880;None
1334; Resultado del  jueves 22 de noviembre de 2007;20071122; 03; 06; 25; 41; 42; 46;08;6;17.405.015,00;0;1;None;7;None;247;None;16.210;None;309.051;None;1.739.821;None
1335; Resultado del  sábado 17 de noviembre de 2007;20071117; 03; 34; 36; 38; 42; 48;40;3;17.363.065,00;0;0;None;4;None;263;None;15.408;None;285.111;None;1.732.711;None
1336; Resultado del  jueves 15 de noviembre de 2007;20071115; 07; 24; 25; 27; 32; 48;13;8;17.715.207,00;0;1;None;35;None;388;None;21.852;None;386.834;None;1.763.779;None
1337; Resultado del  sábado 10 de noviembre de 2007;20071110; 04; 08; 09; 30; 33; 38;42;4;17.549.678,00;0;0;None;6;None;197;None;13.696;None;280.925;None;1.756.753;None
1338; Resultado del  jueves 8 de noviembre de 2007;20071108; 09; 16; 25; 38; 40; 48;39;2;17.876.935,00;0;2;None;2;None;260;None;14.219;None;282.841;None;1.783.165;None
1339; Resultado del  sábado 3 de noviembre de 2007;20071103; 03; 05; 12; 19; 29; 39;41;1;17.129.244,00;0;0;None;9;None;354;None;18.558;None;324.227;None;1.709.262;None
1340; Resultado del  jueves 1 de noviembre de 2007;20071101; 03; 29; 36; 43; 45; 47;01;9;16.282.068,00;0;2;None;4;None;255;None;14.574;None;273.777;None;1.621.854;None
1341; Resultado del  sábado 27 de octubre de 2007;20071027; 02; 11; 22; 24; 41; 43;32;1;17.511.506,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1342; Resultado del  jueves 25 de octubre de 2007;20071025; 10; 11; 25; 36; 39; 47;32;4;17.732.061,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1343; Resultado del  sábado 20 de octubre de 2007;20071020; 24; 27; 28; 29; 40; 44;48;1;17.802.848,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1344; Resultado del  jueves 18 de octubre de 2007;20071018; 26; 29; 32; 38; 42; 46;10;7;18.136.302,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1345; Resultado del  sábado 13 de octubre de 2007;20071013; 04; 06; 15; 22; 27; 44;26;4;17.495.993,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1346; Resultado del  jueves 11 de octubre de 2007;20071011; 02; 30; 36; 42; 44; 45;21;6;18.613.028,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1347; Resultado del  sábado 6 de octubre de 2007;20071006; 04; 11; 17; 27; 34; 36;23;1;23.668.096,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1348; Resultado del  jueves 4 de octubre de 2007;20071004; 04; 19; 23; 24; 31; 41;08;5;21.899.280,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1349; Resultado del  sábado 29 de septiembre de 2007;20070929; 01; 04; 17; 28; 29; 33;31;2;17.673.902,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1350; Resultado del  jueves 27 de septiembre de 2007;20070927; 06; 30; 32; 33; 46; 48;34;5;17.691.364,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1351; Resultado del  sábado 22 de septiembre de 2007;20070922; 01; 21; 29; 32; 35; 45;22;3;17.539.539,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1352; Resultado del  jueves 20 de septiembre de 2007;20070920; 04; 06; 12; 21; 36; 49;40;3;17.824.901,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1353; Resultado del  sábado 15 de septiembre de 2007;20070915; 01; 19; 26; 27; 30; 35;41;5;17.722.055,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1354; Resultado del  jueves 13 de septiembre de 2007;20070913; 03; 14; 18; 22; 23; 41;36;3;17.978.797,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1355; Resultado del  sábado 8 de septiembre de 2007;20070908; 08; 12; 16; 20; 29; 42;04;7;23.194.459,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1356; Resultado del  jueves 6 de septiembre de 2007;20070906; 06; 11; 25; 26; 37; 45;28;4;21.817.670,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1357; Resultado del  sábado 1 de septiembre de 2007;20070901; 13; 18; 19; 35; 39; 43;11;3;16.547.007,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1358; Resultado del  jueves 30 de agosto de 2007;20070830; 04; 06; 16; 20; 22; 41;02;4;16.699.707,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1359; Resultado del  sábado 25 de agosto de 2007;20070825; 02; 05; 08; 14; 46; 47;32;1;16.084.000,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1360; Resultado del  jueves 23 de agosto de 2007;20070823; 08; 22; 28; 33; 36; 48;16;7;16.559.424,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1361; Resultado del  sábado 18 de agosto de 2007;20070818; 04; 25; 26; 37; 46; 48;06;3;15.558.345,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1362; Resultado del  jueves 16 de agosto de 2007;20070816; 01; 06; 25; 32; 38; 40;29;9;15.659.387,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1363; Resultado del  sábado 11 de agosto de 2007;20070811; 16; 19; 20; 32; 37; 47;41;7;16.122.554,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1364; Resultado del  jueves 9 de agosto de 2007;20070809; 02; 05; 14; 16; 25; 37;10;1;16.606.202,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1365; Resultado del  sábado 4 de agosto de 2007;20070804; 01; 12; 13; 15; 36; 43;42;5;16.423.535,00;0;None;None;None;None;None;None;None;None;None;None;None;None
1366; Resultado del  jueves 2 de agosto de 2007;20070802; 01; 19; 20; 34; 38; 40;09;1;16.883.198,00;0;None;None;None;None;None;None;None;None;None;None;None;None
