Indice;Fecha_larga;Fecha_AAAAMMDD;B1;B2;B3;B4;B5;B6;C;R;Recaudación;Bote;ACE;PCE;AC1;PC1;AC2;PC2;AC3;PC3;AC4;PC4;AC5;PC5;ACR;PCR
2740; Resultado del  jueves 2 de junio de 1994;19940602; 05; 06; 15; 20; 23; 27;41;3;12.266.967,77;0;2;800.419,64;10;33.120,82;402;1.647,80;25.355;37,01;462.991;4,29
2741; Resultado del  sábado 28 de mayo de 1994;19940528; 10; 11; 13; 15; 25; 29;26;9;9.031.405,89;0;5;235.719,69;8;30.481,00;384;1.270,04;19.982;34,58;341.127;4,29
2742; Resultado del  jueves 26 de mayo de 1994;19940526; 09; 20; 32; 34; 35; 39;49;0;12.526.141,02;0;0;0,00;1;338.205,81;172;3.932,63;12.485;76,75;277.894;7,30
2743; Resultado del  sábado 21 de mayo de 1994;19940521; 07; 12; 13; 24; 41; 48;39;3;11.337.240,51;0;2;3.645.438,28;11;27.827,77;408;1.500,52;23.516;36,88;403.087;4,56
2744; Resultado del  jueves 19 de mayo de 1994;19940519; 05; 09; 22; 29; 33; 42;14;1;13.729.488,66;0;0;0,00;11;33.699,66;373;1.987,65;22.010;47,72;422.793;5,26
2745; Resultado del  sábado 14 de mayo de 1994;19940514; 09; 10; 13; 39; 43; 49;03;8;8.777.345,45;0;1;1.145.443,58;10;23.698,83;237;1.999,90;13.691;49,04;259.648;5,48
2746; Resultado del  jueves 12 de mayo de 1994;19940512; 08; 20; 22; 28; 30; 41;11;2;12.273.036,79;0;1;1.601.631,30;4;82.843,00;228;2.906,77;16.621;56,49;329.444;6,03
2747; Resultado del  sábado 7 de mayo de 1994;19940507; 07; 12; 25; 31; 41; 43;33;9;8.716.820,53;0;3;379.181,69;8;29.419,27;487;966,55;19.685;33,87;309.511;4,56
2748; Resultado del  jueves 5 de mayo de 1994;19940505; 06; 21; 25; 27; 35; 40;22;5;12.128.629,81;0;1;1.582.786,19;5;65.494,60;302;2.168,70;18.484;50,20;374.104;5,25
2749; Resultado del  sábado 30 de abril de 1994;19940430; 06; 09; 12; 18; 21; 40;22;6;8.931.793,54;0;1;1.165.599,06;3;80.386,14;390;1.236,71;16.771;40,74;276.205;5,24
2750; Resultado del  jueves 28 de abril de 1994;19940428; 03; 09; 19; 22; 39; 40;30;3;12.397.451,11;0;2;808.933,68;8;41.841,40;394;1.699,15;21.262;44,61;378.293;5,31
2751; Resultado del  sábado 23 de abril de 1994;19940423; 03; 13; 22; 38; 42; 48;17;4;9.165.428,58;0;0;0,00;7;35.352,37;311;1.591,43;15.811;44,35;288.625;5,14
2752; Resultado del  jueves 21 de abril de 1994;19940421; 04; 08; 34; 39; 41; 45;35;1;12.758.377,51;0;1;1.664.968,27;0;0,00;204;5.065,83;12.476;78,23;280.089;7,38
2753; Resultado del  sábado 16 de abril de 1994;19940416; 02; 11; 24; 28; 38; 48;26;0;12.543.551,14;0;1;7.954.438,69;10;33.867,59;257;2.635,61;16.812;57,08;339.251;5,99
2754; Resultado del  jueves 14 de abril de 1994;19940414; 08; 13; 29; 32; 38; 42;22;5;14.889.809,24;0;4;1.325.650,91;3;134.008,28;306;2.627,61;19.306;59,00;384.765;6,27
2755; Resultado del  sábado 9 de abril de 1994;19940409; 06; 15; 19; 39; 43; 46;16;9;8.935.570,90;0;2;583.046,00;8;30.157,55;195;2.474,46;12.209;55,99;238.818;6,06
2756; Resultado del  jueves 7 de abril de 1994;19940407; 18; 25; 35; 38; 40; 42;20;0;12.361.445,67;0;2;806.584,33;10;33.375,90;318;2.099,11;17.278;54,73;339.437;5,90
2757; Resultado del  sábado 2 de abril de 1994;19940402; 10; 14; 19; 24; 27; 42;06;7;9.274.303,13;0;0;0,00;9;27.822,91;291;1.721,00;14.272;49,71;268.821;5,59
2758; Resultado del  jueves 31 de marzo de 1994;19940331; 03; 04; 13; 27; 31; 45;25;8;12.926.699,96;0;2;2.530.971,68;21;16.620,04;590;1.183,12;27.848;35,51;452.390;4,63
2759; Resultado del  sábado 26 de marzo de 1994;19940326; 21; 31; 34; 40; 48; 49;32;0;8.736.662,94;0;0;0,00;3;78.629,97;89;5.300,90;7.224;92,52;180.529;7,84
2760; Resultado del  jueves 24 de marzo de 1994;19940324; 07; 13; 22; 40; 44; 45;47;6;12.504.059,84;0;1;1.631.779,81;10;33.760,96;545;1.238,93;29.606;32,31;473.403;4,28
2761; Resultado del  sábado 19 de marzo de 1994;19940319; 14; 24; 25; 28; 33; 45;06;4;9.506.954,91;0;0;0,00;7;36.669,68;244;2.104,00;17.387;41,83;328.988;4,68
2762; Resultado del  jueves 17 de marzo de 1994;19940317; 09; 10; 21; 24; 45; 48;01;4;13.002.465,35;0;0;0,00;6;58.511,09;285;2.463,63;16.899;58,86;337.422;6,24
2763; Resultado del  sábado 12 de marzo de 1994;19940312; 07; 10; 26; 34; 42; 43;11;3;8.926.557,52;0;1;1.164.915,76;8;30.127,13;284;1.697,30;15.121;45,16;253.310;5,71
2764; Resultado del  jueves 10 de marzo de 1994;19940310; 06; 10; 11; 13; 23; 32;21;6;12.746.936,64;0;0;0,00;11;31.287,93;337;2.042,53;21.363;45,65;406.991;5,07
2765; Resultado del  sábado 5 de marzo de 1994;19940305; 02; 14; 21; 32; 33; 44;28;8;9.898.213,19;0;0;0,00;11;24.295,61;402;1.329,61;19.131;39,58;301.018;5,32
2766; Resultado del  jueves 3 de marzo de 1994;19940303; 05; 16; 17; 35; 40; 45;39;4;13.215.211,62;0;0;0,00;8;44.601,34;363;1.965,90;21.161;47,77;417.193;5,13
2767; Resultado del  sábado 26 de febrero de 1994;19940226; 01; 15; 22; 33; 35; 41;34;8;8.869.537,70;0;1;1.157.474,67;11;21.770,68;415;1.154,11;19.751;34,35;318.537;4,51
2768; Resultado del  jueves 24 de febrero de 1994;19940224; 11; 26; 30; 31; 34; 45;24;9;12.740.703,54;0;0;0,00;4;85.999,75;242;2.842,97;15.484;62,94;317.141;6,51
2769; Resultado del  sábado 19 de febrero de 1994;19940219; 05; 11; 12; 16; 22; 35;02;0;10.154.651,23;0;1;3.939.007,90;8;34.271,95;299;1.833,95;18.268;42,52;351.782;4,68
2770; Resultado del  jueves 17 de febrero de 1994;19940217; 03; 26; 30; 43; 46; 47;01;9;13.603.945,04;0;0;0,00;3;122.435,51;287;2.559,63;17.442;59,67;356.478;6,18
2771; Resultado del  sábado 12 de febrero de 1994;19940212; 09; 16; 22; 42; 48; 49;45;7;8.757.049,87;0;1;1.142.795,01;3;78.813,45;197;2.400,41;11.751;57,01;230.932;6,14
2772; Resultado del  jueves 10 de febrero de 1994;19940210; 03; 04; 14; 16; 33; 49;29;5;12.646.926,42;0;0;0,00;7;48.781,00;312;2.188,89;18.775;51,53;361.911;5,66
2773; Resultado del  sábado 5 de febrero de 1994;19940205; 03; 14; 15; 31; 47; 48;34;6;9.750.108,78;0;0;0,00;5;52.650,59;229;2.299,15;14.869;50,17;276.773;5,71
2774; Resultado del  jueves 3 de febrero de 1994;19940203; 01; 03; 17; 20; 39; 40;31;6;13.378.578,13;0;1;3.252.267,59;6;60.203,60;342;2.112,41;19.628;52,14;363.205;5,97
2775; Resultado del  sábado 29 de enero de 1994;19940129; 05; 10; 11; 42; 45; 46;26;8;8.208.931,64;0;1;1.071.265,58;1;221.641,15;125;3.546,26;9.102;69,00;203.991;6,52
2776; Resultado del  jueves 27 de enero de 1994;19940127; 18; 28; 29; 33; 38; 41;16;8;11.496.180,57;0;0;0,00;5;62.079,38;161;3.855,86;12.503;70,34;253.887;7,34
2777; Resultado del  sábado 22 de enero de 1994;19940122; 09; 15; 16; 22; 34; 36;39;4;8.533.136,80;0;0;0,00;6;38.399,11;337;1.367,33;18.759;34,80;307.355;4,50
2778; Resultado del  jueves 20 de enero de 1994;19940120; 05; 07; 14; 34; 40; 42;30;0;12.512.134,43;0;1;1.632.833,54;6;56.304,60;384;1.759,52;20.187;47,41;401.501;5,05
2779; Resultado del  sábado 15 de enero de 1994;19940115; 01; 08; 17; 35; 43; 49;21;9;8.607.947,18;0;2;561.668,55;11;21.128,60;285;1.630,98;18.011;36,56;257.251;5,42
2780; Resultado del  jueves 13 de enero de 1994;19940113; 03; 13; 15; 16; 39; 43;19;0;12.552.165,45;0;0;0,00;11;30.809,86;407;1.665,40;24.154;39,76;433.664;4,69
2781; Resultado del  sábado 8 de enero de 1994;19940108; 20; 25; 27; 40; 44; 49;23;8;8.464.182,08;0;0;0,00;5;45.706,59;195;2.343,93;12.469;51,93;240.578;5,70
2782; Resultado del  jueves 6 de enero de 1994;19940106; 07; 08; 18; 35; 43; 49;21;2;10.962.752,88;0;1;1.430.639,25;8;36.999,29;263;2.250,90;18.274;45,89;328.634;5,40
2783; Resultado del  sábado 1 de enero de 1994;19940101; 08; 23; 25; 32; 38; 47;28;8;10.550.105,78;0;4;1.624.920,59;7;40.693,27;416;1.369,48;21.174;38,12;347.766;4,92
2784; Resultado del  jueves 30 de diciembre de 1993;19931230; 04; 05; 18; 30; 31; 44;21;0;14.133.443,32;0;1;4.526.767,40;4;95.400,74;263;2.901,92;18.043;59,93;367.265;6,23
2785; Resultado del  sábado 25 de diciembre de 1993;19931225; 02; 06; 13; 30; 42; 44;07;9;7.144.738,14;0;0;0,00;1;192.907,93;136;2.836,88;9.381;58,26;188.585;6,14
2786; Resultado del  jueves 23 de diciembre de 1993;19931223; 02; 05; 06; 18; 34; 45;47;0;11.543.012,63;0;0;0,00;3;103.887,11;244;2.554,60;15.563;56,74;346.022;5,40
2787; Resultado del  sábado 18 de diciembre de 1993;19931218; 05; 25; 33; 36; 43; 44;07;2;8.233.067,08;0;2;537.207,63;8;27.786,60;210;2.117,08;13.979;45,06;266.762;5,00
2788; Resultado del  jueves 16 de diciembre de 1993;19931216; 11; 19; 20; 35; 37; 42;02;1;12.137.652,21;0;1;1.583.963,61;10;32.771,66;250;2.621,74;15.265;60,83;299.530;6,56
2789; Resultado del  sábado 11 de diciembre de 1993;19931211; 05; 23; 25; 41; 44; 47;01;9;8.705.636,29;0;0;0,00;7;33.578,88;427;1.100,95;18.306;36,38;290.612;4,85
2790; Resultado del  jueves 9 de diciembre de 1993;19931209; 07; 10; 14; 19; 35; 44;38;6;11.177.566,02;0;2;1.514.090,28;4;75.448,57;360;1.676,64;18.897;45,25;356.731;5,08
2791; Resultado del  sábado 4 de diciembre de 1993;19931204; 02; 11; 13; 29; 32; 38;33;8;8.297.804,50;0;0;0,00;1;224.040,72;167;2.683,12;11.244;56,45;223.321;6,02
2792; Resultado del  jueves 2 de diciembre de 1993;19931202; 01; 09; 17; 30; 37; 40;15;4;12.256.624,96;0;0;0,00;6;55.154,81;261;2.535,86;17.074;54,91;349.896;5,67
2793; Resultado del  sábado 27 de noviembre de 1993;19931127; 04; 06; 22; 23; 32; 43;42;2;8.177.818,45;0;1;1.067.205,31;4;55.200,28;180;2.453,34;12.858;48,65;246.264;5,38
2794; Resultado del  jueves 25 de noviembre de 1993;19931125; 07; 14; 23; 26; 27; 28;29;6;12.098.220,40;0;1;1.578.817,76;15;21.776,80;509;1.283,50;28.600;32,36;489.180;4,01
2795; Resultado del  sábado 20 de noviembre de 1993;19931120; 02; 21; 24; 26; 27; 47;41;8;8.452.333,73;0;2;551.514,78;9;25.357,00;246;1.855,39;15.670;41,27;270.870;5,05
2796; Resultado del  jueves 18 de noviembre de 1993;19931118; 07; 13; 20; 26; 39; 46;38;0;12.367.958,24;0;2;807.009,27;9;37.103,87;553;1.207,72;21.785;43,43;376.561;5,32
2797; Resultado del  sábado 13 de noviembre de 1993;19931113; 08; 11; 27; 33; 34; 46;05;3;9.970.269,13;0;0;0,00;13;20.707,48;393;1.369,96;17.460;43,68;287.950;5,61
2798; Resultado del  jueves 11 de noviembre de 1993;19931111; 02; 07; 18; 30; 39; 40;26;0;13.431.487,63;0;1;2.845.928,56;5;72.530,03;258;2.811,24;16.837;61,03;338.112;6,44
2799; Resultado del  sábado 6 de noviembre de 1993;19931106; 05; 10; 14; 17; 24; 33;39;6;8.264.306,49;0;2;539.246,00;4;55.784,07;255;1.750,09;15.617;40,48;282.372;4,74
2800; Resultado del  jueves 4 de noviembre de 1993;19931104; 21; 23; 26; 31; 37; 40;43;8;12.026.882,67;0;0;0,00;3;108.241,94;218;2.979,14;15.187;60,58;318.797;6,11
2801; Resultado del  sábado 30 de octubre de 1993;19931030; 09; 23; 31; 38; 40; 46;13;5;8.089.931,85;0;2;527.868,05;6;36.404,69;171;2.554,72;10.361;59,73;195.912;6,69
2802; Resultado del  jueves 28 de octubre de 1993;19931028; 13; 23; 24; 25; 26; 38;44;2;12.093.481,42;0;1;1.578.199,33;5;65.304,80;579;1.127,89;30.220;30,62;449.112;4,36
2803; Resultado del  sábado 23 de octubre de 1993;19931023; 14; 28; 29; 32; 45; 49;38;2;8.262.092,96;0;1;1.078.203,13;6;37.179,42;218;2.046,57;11.670;54,16;216.168;6,19
2804; Resultado del  jueves 21 de octubre de 1993;19931021; 05; 13; 20; 22; 37; 49;47;4;12.356.410,40;0;4;403.127,89;9;37.069,23;546;1.222,06;25.823;36,61;425.415;4,71
2805; Resultado del  sábado 16 de octubre de 1993;19931016; 08; 20; 23; 25; 26; 43;18;3;8.293.209,16;0;0;0,00;1;223.916,65;229;1.955,60;14.423;43,99;264.769;5,07
2806; Resultado del  jueves 14 de octubre de 1993;19931014; 09; 10; 22; 26; 38; 43;21;3;11.985.929,71;0;3;521.387,94;9;35.957,79;541;1.196,37;21.193;43,27;353.102;5,50
2807; Resultado del  sábado 9 de octubre de 1993;19931009; 03; 05; 07; 12; 24; 26;29;8;8.444.714,10;0;4;275.508,80;14;16.286,23;807;565,07;28.215;22,90;384.777;3,56
2808; Resultado del  jueves 7 de octubre de 1993;19931007; 03; 11; 16; 21; 34; 35;26;1;12.527.472,26;0;4;408.708,79;7;48.320,25;387;1.748,02;21.813;43,93;371.616;5,46
2809; Resultado del  sábado 2 de octubre de 1993;19931002; 06; 07; 11; 28; 32; 49;45;3;8.528.939,93;0;2;556.513,33;8;28.785,17;231;1.993,78;13.410;48,66;251.972;5,48
2810; Resultado del  jueves 30 de septiembre de 1993;19930930; 02; 21; 22; 27; 39; 47;08;5;12.286.774,73;0;0;0,00;6;55.290,49;283;2.344,47;16.607;56,60;336.709;5,91
2811; Resultado del  sábado 25 de septiembre de 1993;19930925; 05; 08; 12; 13; 43; 47;36;5;8.376.394,05;0;0;0,00;6;37.693,77;275;1.644,82;15.398;41,61;285.717;4,75
2812; Resultado del  jueves 23 de septiembre de 1993;19930923; 09; 14; 22; 27; 34; 43;08;5;12.229.928,60;0;4;399.001,42;9;36.689,79;669;987,17;27.494;34,03;409.117;4,84
2813; Resultado del  sábado 18 de septiembre de 1993;19930918; 18; 21; 22; 26; 30; 44;20;7;8.610.008,65;0;1;1.123.606,13;4;58.117,56;288;1.614,38;14.041;46,91;251.478;5,55
2814; Resultado del  jueves 16 de septiembre de 1993;19930916; 01; 05; 33; 40; 43; 47;48;6;12.395.985,84;0;1;1.617.676,15;4;83.672,91;254;2.635,37;16.310;58,14;329.409;6,09
2815; Resultado del  sábado 11 de septiembre de 1993;19930911; 07; 11; 12; 35; 46; 47;22;5;10.803.978,70;0;4;1.762.310,04;11;26.518,86;313;1.863,94;17.077;48,40;318.550;5,49
2816; Resultado del  jueves 9 de septiembre de 1993;19930909; 07; 09; 28; 35; 36; 45;23;0;13.296.525,55;0;1;4.180.611,34;11;32.636,93;402;1.786,10;23.010;44,20;434.027;4,96
2817; Resultado del  sábado 4 de septiembre de 1993;19930904; 20; 22; 27; 31; 38; 39;26;3;8.302.927,53;0;1;1.083.532,04;7;32.025,58;135;3.321,17;9.477;67,02;202.947;6,63
2818; Resultado del  jueves 2 de septiembre de 1993;19930902; 07; 10; 15; 18; 19; 21;04;0;11.852.433,50;0;2;773.371,29;20;16.000,79;536;1.194,09;25.127;36,08;424.294;4,53
2819; Resultado del  sábado 28 de agosto de 1993;19930828; 12; 20; 23; 29; 32; 38;03;3;7.933.614,01;0;1;1.035.336,63;3;71.402,53;166;2.580,81;10.429;58,20;210.213;6,11
2820; Resultado del  jueves 26 de agosto de 1993;19930826; 01; 17; 27; 33; 36; 38;07;0;11.271.145,41;0;1;1.470.884,47;5;60.864,18;145;4.197,53;13.089;65,88;303.200;6,02
2821; Resultado del  sábado 21 de agosto de 1993;19930821; 10; 11; 15; 21; 39; 46;05;3;8.799.358,12;0;0;0,00;2;118.791,33;121;3.926,99;9.841;68,40;220.730;6,46
2822; Resultado del  jueves 19 de agosto de 1993;19930819; 03; 05; 10; 19; 36; 48;11;0;11.373.953,94;0;2;1.516.111,39;6;51.182,79;346;1.775,13;18.658;46,63;334.396;5,51
2823; Resultado del  sábado 14 de agosto de 1993;19930814; 24; 28; 31; 36; 38; 48;41;9;7.656.857,55;0;0;0,00;1;206.735,15;181;2.284,37;10.576;55,38;208.879;5,94
2824; Resultado del  jueves 12 de agosto de 1993;19930812; 02; 13; 14; 24; 32; 49;26;1;11.081.952,81;0;0;0,00;6;49.868,79;277;2.160,38;18.215;46,54;351.163;5,11
2825; Resultado del  sábado 7 de agosto de 1993;19930807; 15; 16; 20; 26; 31; 41;09;1;9.114.558,32;0;1;6.419.596,93;6;41.015,51;150;3.281,24;10.064;69,28;219.916;6,71
2826; Resultado del  jueves 5 de agosto de 1993;19930805; 06; 08; 21; 25; 29; 30;19;1;11.818.953,52;0;2;1.308.146,46;9;35.456,86;332;1.922,36;18.973;47,65;339.981;5,63
2827; Resultado del  sábado 31 de julio de 1993;19930731; 06; 28; 43; 47; 48; 49;21;6;8.881.128,22;0;0;0,00;11;21.799,14;165;2.906,55;13.054;52,05;239.532;6,00
2828; Resultado del  jueves 29 de julio de 1993;19930729; 04; 07; 12; 15; 30; 39;40;9;12.195.442,53;0;2;1.580.930,72;9;36.586,33;345;1.908,85;22.347;41,75;396.547;4,98
2829; Resultado del  sábado 24 de julio de 1993;19930724; 05; 11; 17; 23; 27; 33;37;6;7.976.193,91;0;1;1.040.893,31;11;19.577,93;388;1.110,09;18.601;32,80;295.389;4,38
2830; Resultado del  jueves 22 de julio de 1993;19930722; 13; 20; 23; 30; 39; 47;34;6;11.861.469,72;0;0;0,00;1;320.259,69;200;3.202,60;14.492;62,61;313.163;6,14
2831; Resultado del  sábado 17 de julio de 1993;19930717; 09; 16; 19; 33; 41; 48;27;0;8.229.268,09;0;0;0,00;2;111.095,12;183;2.428,31;11.741;53,62;218.143;6,11
2832; Resultado del  jueves 15 de julio de 1993;19930715; 02; 04; 05; 08; 09; 42;47;3;12.186.622,07;0;3;530.118,06;13;25.310,68;872;754,68;25.252;36,92;372.166;5,31
2833; Resultado del  sábado 10 de julio de 1993;19930710; 02; 03; 05; 17; 26; 35;13;4;9.877.129,09;0;0;0,00;11;24.243,86;341;1.564,12;18.021;41,93;344.004;4,65
2834; Resultado del  jueves 8 de julio de 1993;19930708; 26; 39; 41; 42; 44; 49;47;7;13.167.722,64;0;0;0,00;9;39.503,17;162;4.389,24;12.139;82,98;266.371;8,01
2835; Resultado del  sábado 3 de julio de 1993;19930703; 09; 21; 29; 32; 36; 42;40;8;8.081.738,85;0;1;1.054.666,92;0;0,00;148;4.423,11;9.149;67,58;191.149;6,85
2836; Resultado del  jueves 1 de julio de 1993;19930701; 17; 18; 22; 35; 40; 45;37;3;12.033.380,81;0;0;0,00;9;36.100,14;302;2.151,67;19.972;46,09;368.351;5,29
2837; Resultado del  sábado 26 de junio de 1993;19930626; 08; 16; 18; 20; 23; 46;25;2;7.995.901,10;0;2;521.732,55;7;30.841,33;232;1.861,11;12.756;47,95;226.103;5,73
2838; Resultado del  jueves 24 de junio de 1993;19930624; 01; 09; 26; 33; 42; 48;47;5;11.950.616,04;0;1;1.559.555,40;4;80.666,66;312;2.068,38;16.184;56,49;304.125;6,36
2839; Resultado del  sábado 19 de junio de 1993;19930619; 01; 10; 12; 14; 17; 34;11;0;9.352.801,32;0;0;0,00;3;84.175,21;241;2.095,65;15.421;46,40;282.413;5,37
2840; Resultado del  jueves 17 de junio de 1993;19930617; 06; 07; 14; 20; 35; 39;37;2;13.203.638,53;0;1;3.907.948,72;6;59.416,38;314;2.270,69;18.683;54,06;379.487;5,64
2841; Resultado del  sábado 12 de junio de 1993;19930612; 07; 18; 23; 33; 37; 40;38;4;8.027.985,53;0;1;1.047.652,11;2;108.377,80;211;2.054,55;11.867;51,75;232.437;5,60
2842; Resultado del  jueves 10 de junio de 1993;19930610; 03; 08; 18; 24; 36; 48;17;5;12.243.820,99;0;3;532.606,21;10;33.058,32;824;802,39;28.695;32,64;420.610;4,72
2843; Resultado del  sábado 5 de junio de 1993;19930605; 14; 25; 28; 29; 38; 41;04;7;8.158.617,31;0;2;532.349,78;5;44.056,53;150;2.937,10;9.832;63,48;214.953;6,15
2844; Resultado del  jueves 3 de junio de 1993;19930603; 03; 05; 07; 08; 26; 33;36;5;12.364.978,42;0;0;0,00;8;41.731,80;446;1.497,10;26.829;35,26;441.835;4,53
2845; Resultado del  sábado 29 de mayo de 1993;19930529; 12; 28; 31; 38; 45; 49;06;3;8.287.404,59;0;0;0,00;7;31.965,71;113;3.960,35;9.731;65,15;204.211;6,58
2846; Resultado del  jueves 27 de mayo de 1993;19930527; 07; 09; 30; 35; 36; 46;47;6;12.560.420,35;0;0;0,00;5;67.826,27;198;3.425,57;12.967;74,10;295.283;6,89
2847; Resultado del  sábado 22 de mayo de 1993;19930522; 12; 15; 21; 25; 42; 46;38;9;9.678.793,29;0;5;794.651,43;15;17.421,83;350;1.493,30;18.954;39,07;336.970;4,65
2848; Resultado del  jueves 20 de mayo de 1993;19930520; 01; 05; 10; 40; 46; 48;45;5;13.554.667,46;0;2;1.438.105,56;4;91.494,01;232;3.154,96;15.874;65,32;345.970;6,35
2849; Resultado del  sábado 15 de mayo de 1993;19930515; 10; 17; 26; 38; 39; 41;40;5;8.298.562,38;0;0;0,00;2;112.030,59;131;3.420,78;10.015;63,39;202.753;6,63
2850; Resultado del  jueves 13 de mayo de 1993;19930513; 04; 06; 17; 19; 44; 47;43;2;12.797.680,69;0;2;835.048,66;4;86.384,35;326;2.119,86;19.925;49,13;366.417;5,66
2851; Resultado del  sábado 8 de mayo de 1993;19930508; 06; 12; 13; 17; 36; 37;14;7;8.443.766,30;0;0;0,00;6;37.996,95;218;2.091,58;13.000;49,69;273.846;4,99
2852; Resultado del  jueves 6 de mayo de 1993;19930506; 06; 07; 16; 28; 43; 45;13;5;12.972.227,23;0;1;1.692.875,66;11;31.840,92;218;3.213,31;17.500;56,71;375.931;5,59
2853; Resultado del  sábado 1 de mayo de 1993;19930501; 03; 04; 31; 37; 39; 49;33;9;8.030.115,51;0;0;0,00;2;108.406,56;84;5.162,22;7.166;85,72;175.027;7,43
2854; Resultado del  jueves 29 de abril de 1993;19930429; 09; 16; 35; 38; 41; 48;37;1;12.737.506,16;0;0;0,00;0;0,00;245;4.211,18;15.684;62,13;301.748;6,84
2855; Resultado del  sábado 24 de abril de 1993;19930424; 07; 25; 26; 27; 42; 44;03;7;10.143.828,21;0;1;5.433.131,50;6;45.647,23;249;2.199,87;15.985;48,54;317.223;5,18
2856; Resultado del  jueves 22 de abril de 1993;19930422; 07; 09; 13; 15; 40; 47;01;2;13.595.253,81;0;2;1.453.502,91;15;24.471,46;627;1.170,89;32.584;31,92;528.827;4,17
2857; Resultado del  sábado 17 de abril de 1993;19930417; 11; 16; 22; 34; 36; 48;37;1;8.468.299,02;0;1;1.105.113,02;7;32.663,44;387;1.181,63;16.570;39,10;257.942;5,32
2858; Resultado del  jueves 15 de abril de 1993;19930415; 30; 36; 37; 40; 41; 49;06;1;12.909.611,99;0;1;1.684.704,36;4;87.139,88;235;2.966,46;11.028;89,55;257.821;8,11
2859; Resultado del  sábado 10 de abril de 1993;19930410; 03; 17; 28; 31; 33; 47;15;3;8.933.816,55;0;4;1.168.830,28;19;12.695,43;399;1.209,09;17.189;39,76;283.823;5,10
2860; Resultado del  jueves 8 de abril de 1993;19930408; 13; 19; 24; 35; 36; 48;10;0;13.321.905,69;0;3;939.238,85;6;59.948,58;508;1.416,11;26.340;38,69;442.462;4,88
2861; Resultado del  sábado 3 de abril de 1993;19930403; 04; 09; 14; 27; 40; 41;12;2;8.485.264,39;0;0;0,00;1;229.102,14;206;2.224,29;13.225;49,08;240.962;5,70
2862; Resultado del  jueves 1 de abril de 1993;19930401; 12; 27; 28; 43; 45; 47;29;7;12.983.716,78;0;1;1.694.375,04;10;35.056,03;302;2.321,59;19.064;52,10;381.169;5,52
2863; Resultado del  sábado 27 de marzo de 1993;19930327; 03; 16; 17; 30; 47; 48;27;0;8.680.652,88;0;0;0,00;2;117.188,81;146;3.210,65;10.412;63,78;218.692;6,43
2864; Resultado del  jueves 25 de marzo de 1993;19930325; 04; 07; 13; 15; 19; 44;12;6;13.380.506,77;0;3;582.052,05;15;24.084,91;620;1.165,40;33.038;30,98;531.632;4,07
2865; Resultado del  sábado 20 de marzo de 1993;19930320; 04; 18; 27; 38; 43; 47;14;2;9.319.468,59;0;0;0,00;8;31.453,21;253;1.989,13;14.769;48,27;259.072;5,83
2866; Resultado del  jueves 18 de marzo de 1993;19930318; 04; 18; 20; 35; 45; 46;48;6;14.030.353,52;0;0;0,00;4;94.704,89;270;2.806,07;17.823;60,22;364.115;6,24
2867; Resultado del  sábado 13 de marzo de 1993;19930313; 10; 13; 27; 34; 35; 46;03;5;9.917.574,80;0;2;2.074.311,68;10;26.777,45;271;1.976,19;16.798;45,17;298.064;5,39
2868; Resultado del  jueves 11 de marzo de 1993;19930311; 09; 26; 28; 45; 46; 49;31;3;14.238.050,68;0;3;1.196.566,34;1;384.427,37;287;2.678,94;16.623;65,52;350.331;6,58
2869; Resultado del  sábado 6 de marzo de 1993;19930306; 04; 12; 32; 37; 39; 47;19;7;8.403.301,96;0;1;1.096.630,91;7;32.412,74;270;1.680,66;10.809;59,48;220.721;6,17
2870; Resultado del  jueves 4 de marzo de 1993;19930304; 01; 14; 20; 29; 40; 45;12;9;13.127.698,24;0;1;1.713.164,62;4;88.611,96;326;2.174,53;18.397;54,59;347.006;6,13
2871; Resultado del  sábado 27 de febrero de 1993;19930227; 14; 18; 30; 40; 45; 49;27;5;8.269.791,93;0;0;0,00;5;44.656,88;175;2.551,82;10.096;62,66;203.805;6,58
2872; Resultado del  jueves 25 de febrero de 1993;19930225; 05; 20; 24; 32; 35; 39;33;6;12.862.045,48;0;0;0,00;6;57.879,20;439;1.582,12;21.987;44,75;372.463;5,60
